,ARR_DRT,ARR_GCH,CLASSE,DEB_DRT,DEB_GCH,DIR_VOIE,DIST_TO_FS,FIN_DRT,FIN_GCH,FIRE_STATION,ID_TRC,LIE_VOIE,LIM_DRT,LIM_GCH,Latitude,Longitude,NOM_VOIE,SENS_CIR,TYP_VOIE
82258,N/A,N/A,0,9,0,,1.247691567,17,0,FALSE,1618852,,Baie-d'Urfé,Baie-d'Urfé,45.41253447,-73.90767935,Maughan,0,rue
82260,N/A,N/A,0,285,284,,1.146238477,295,298,FALSE,1618854,,Baie-d'Urfé,Baie-d'Urfé,45.41199936,-73.90997266,Lorraine,0,rue
82261,N/A,N/A,0,7,0,,1.085718871,7,0,FALSE,1618855,,Baie-d'Urfé,Baie-d'Urfé,45.41251639,-73.91021407,Watterson,1,rue
82262,N/A,N/A,0,0,8,,1.148533957,0,8,FALSE,1618856,,Baie-d'Urfé,Baie-d'Urfé,45.41195337,-73.91015153,Watterson,-1,rue
82263,N/A,N/A,0,11,12,,0.919405036,13,12,FALSE,1618859,,Baie-d'Urfé,Baie-d'Urfé,45.41230221,-73.91221956,Sunny Acres,0,rue
82267,N/A,N/A,0,299,300,,1.042425246,301,302,FALSE,1618860,,Baie-d'Urfé,Baie-d'Urfé,45.41154625,-73.91155427,Lorraine,0,rue
82268,N/A,N/A,0,1,2,,1.13918976,3,4,FALSE,1618861,,Baie-d'Urfé,Baie-d'Urfé,45.41038435,-73.91167493,Sunny Acres,0,rue
82271,N/A,N/A,0,1,2,,1.025293391,3,4,FALSE,1618861,,Baie-d'Urfé,Baie-d'Urfé,45.41137579,-73.91202207,Sunny Acres,0,rue
82272,N/A,N/A,5,20329,20320,,1.169827194,20343,20360,FALSE,1618862,,Baie-d'Urfé,Baie-d'Urfé,45.41011157,-73.91172934,Lakeshore,0,chemin
82277,N/A,N/A,5,20329,20320,,1.310386524,20343,20360,FALSE,1618862,,Baie-d'Urfé,Baie-d'Urfé,45.40939032,-73.91369829,Lakeshore,0,chemin
82278,N/A,N/A,0,681,680,,0.982881713,685,680,FALSE,1618867,,Baie-d'Urfé,Baie-d'Urfé,45.41453438,-73.91948969,Victoria,0,rue
82282,N/A,N/A,0,681,680,,1.244967626,685,680,FALSE,1618867,,Baie-d'Urfé,Baie-d'Urfé,45.41391526,-73.92266803,Victoria,0,rue
82283,N/A,N/A,0,665,668,,1.159710648,667,670,FALSE,1618868,,Baie-d'Urfé,Baie-d'Urfé,45.41235387,-73.91781426,Cornwall,0,rue
82287,N/A,N/A,0,665,668,,1.244892484,667,670,FALSE,1618868,,Baie-d'Urfé,Baie-d'Urfé,45.41218676,-73.91921399,Cornwall,0,rue
82290,N/A,N/A,0,0,672,,1.358061606,0,676,FALSE,1618869,,Baie-d'Urfé,Baie-d'Urfé,45.41207353,-73.92064128,Cornwall,0,rue
82291,N/A,N/A,0,669,666,,1.262880659,677,678,FALSE,1618870,,Baie-d'Urfé,Baie-d'Urfé,45.41142946,-73.91770573,Warwick,0,rue
82295,N/A,N/A,0,669,666,,1.471564792,677,678,FALSE,1618870,,Baie-d'Urfé,Baie-d'Urfé,45.41105627,-73.92075589,Warwick,0,rue
82296,N/A,N/A,0,0,0,,1.040524751,0,0,FALSE,1618872,,Baie-d'Urfé,Baie-d'Urfé,45.4151242,-73.92244421,Jean-De La Londe,0,rue
82297,N/A,N/A,0,0,0,,1.095974714,0,0,FALSE,1618872,,Baie-d'Urfé,Baie-d'Urfé,45.41555847,-73.92279296,Jean-De La Londe,0,rue
82298,N/A,N/A,5,0,0,,0.578361107,0,0,FALSE,1618874,,Baie-d'Urfé,Baie-d'Urfé,45.41854517,-73.91669939,Morgan,0,rue
82299,N/A,N/A,5,0,0,,0.617312711,0,0,FALSE,1618874,,Baie-d'Urfé,Baie-d'Urfé,45.41889445,-73.91673527,Morgan,0,rue
82300,N/A,N/A,0,0,0,,0.260620284,0,0,FALSE,1618875,,Baie-d'Urfé,Baie-d'Urfé,45.41897814,-73.91498217,Surrey,0,rue
82301,N/A,N/A,0,37,36,,0.699490866,57,56,FALSE,1618876,,Baie-d'Urfé,Baie-d'Urfé,45.41484057,-73.91449311,Lakeview,0,rue
82314,N/A,N/A,0,0,0,,0.480156929,0,0,FALSE,1618877,,Baie-d'Urfé,Baie-d'Urfé,45.41768461,-73.91651302,Surrey,0,rue
82315,N/A,N/A,5,0,90,,0.490843041,0,90,FALSE,1618878,,Baie-d'Urfé,Baie-d'Urfé,45.41768411,-73.91664988,Morgan,-1,rue
82316,N/A,N/A,5,0,90,,0.551611316,0,90,FALSE,1618878,,Baie-d'Urfé,Baie-d'Urfé,45.41822808,-73.91672217,Morgan,-1,rue
82317,N/A,N/A,5,0,0,,0.522154248,0,0,FALSE,1618879,,Baie-d'Urfé,Baie-d'Urfé,45.41733898,-73.91660924,Morgan,-1,rue
82318,N/A,N/A,0,667,0,,0.671862932,667,0,FALSE,1618880,,Baie-d'Urfé,Baie-d'Urfé,45.41672564,-73.91831604,Surrey,0,rue
82319,N/A,N/A,0,669,0,,0.793505175,679,0,FALSE,1618881,,Baie-d'Urfé,Baie-d'Urfé,45.41622982,-73.91970468,Surrey,0,rue
82320,N/A,N/A,0,111,110,,0.908824454,123,120,FALSE,1618882,,Baie-d'Urfé,Baie-d'Urfé,45.41460215,-73.9180722,Bedford,0,rue
82322,N/A,N/A,0,687,682,,1.254806172,709,690,FALSE,1618883,,Baie-d'Urfé,Baie-d'Urfé,45.41423796,-73.92488095,Surrey,0,rue
82323,N/A,N/A,0,97,98,,1.481908658,99,100,FALSE,1618884,,Baie-d'Urfé,Baie-d'Urfé,45.41231448,-73.92440858,Churchill,0,rue
82324,N/A,N/A,0,97,98,,1.366689707,99,100,FALSE,1618884,,Baie-d'Urfé,Baie-d'Urfé,45.41334256,-73.92422806,Churchill,0,rue
82326,N/A,N/A,0,687,682,,1.432089198,691,690,FALSE,1618887,,Baie-d'Urfé,Baie-d'Urfé,45.41223647,-73.9228188,Victoria,0,rue
82328,N/A,N/A,0,73,72,,0.814880143,93,88,FALSE,1618893,,Baie-d'Urfé,Baie-d'Urfé,45.41471707,-73.91628572,Morgan,0,rue
82329,N/A,N/A,8,0,0,,1.224086086,0,0,FALSE,1618899,,Baie-d'Urfé,Baie-d'Urfé,45.41630782,-73.92357517,20,1,autoroute
82335,N/A,N/A,8,0,0,,1.141776319,0,0,FALSE,1618900,,Baie-d'Urfé,Baie-d'Urfé,45.41619334,-73.92341923,20,-1,autoroute
82343,N/A,N/A,0,711,712,,1.72089459,715,716,FALSE,1618902,,Baie-d'Urfé,Baie-d'Urfé,45.41019659,-73.92448996,Victoria,0,rue
82348,N/A,N/A,0,711,712,,1.881408536,715,716,FALSE,1618902,,Baie-d'Urfé,Baie-d'Urfé,45.40970824,-73.92634952,Victoria,0,rue
82353,N/A,N/A,0,103,102,,1.595364577,105,106,FALSE,1618904,,Baie-d'Urfé,Baie-d'Urfé,45.41242316,-73.92585332,Devon,0,rue
82357,N/A,N/A,0,103,102,,1.552779077,105,106,FALSE,1618904,,Baie-d'Urfé,Baie-d'Urfé,45.41343062,-73.92595591,Devon,0,rue
82360,N/A,N/A,0,0,720,,1.441747686,0,724,FALSE,1618906,,Baie-d'Urfé,Baie-d'Urfé,45.41430997,-73.92662889,Surrey,0,rue
82362,N/A,N/A,0,83,84,,2.141332485,105,108,FALSE,1618907,,Baie-d'Urfé,Baie-d'Urfé,45.41004278,-73.93072127,Saint-Andrew's,0,rue
82370,N/A,N/A,0,725,0,,2.029839393,729,0,FALSE,1618908,,Baie-d'Urfé,Baie-d'Urfé,45.40993114,-73.92930234,Victoria,0,rue
82374,N/A,N/A,0,723,0,,2.002493195,723,0,FALSE,1618910,,Baie-d'Urfé,Baie-d'Urfé,45.40982846,-73.92789068,Victoria,0,rue
82375,N/A,N/A,0,83,82,,1.831639448,85,84,FALSE,1618913,,Baie-d'Urfé,Baie-d'Urfé,45.40935352,-73.92373549,Churchill,0,rue
82376,N/A,N/A,0,0,714,,1.324522446,0,714,FALSE,1618916,,Baie-d'Urfé,Baie-d'Urfé,45.41479335,-73.92529478,Surrey,0,rue
82377,N/A,N/A,0,0,0,,1.35105298,0,0,FALSE,1618917,,Baie-d'Urfé,Baie-d'Urfé,45.41501302,-73.92542719,Churchill,0,rue
82382,N/A,N/A,0,109,0,,1.396977227,131,0,FALSE,1618921,,Baie-d'Urfé,Baie-d'Urfé,45.41520544,-73.92490697,Churchill,0,rue
82397,N/A,N/A,0,0,0,,1.478909948,0,0,FALSE,1618925,,Baie-d'Urfé,Baie-d'Urfé,45.40858709,-73.91552808,Morgan,1,rue
82400,N/A,N/A,0,0,0,,1.459258014,0,0,FALSE,1618925,,Baie-d'Urfé,Baie-d'Urfé,45.40894239,-73.91562649,Morgan,1,rue
82402,N/A,N/A,0,87,0,,1.376143317,87,0,FALSE,1618928,,Baie-d'Urfé,Baie-d'Urfé,45.41041354,-73.91760714,Bedford,0,rue
82403,N/A,N/A,0,663,664,,1.271155601,665,668,FALSE,1618929,,Baie-d'Urfé,Baie-d'Urfé,45.41062823,-73.91581659,Westchester,0,rue
82408,N/A,N/A,5,20475,20550,,1.598702627,20551,20570,FALSE,1618933,,Baie-d'Urfé,Baie-d'Urfé,45.40813721,-73.91691105,Lakeshore,0,chemin
82441,N/A,N/A,5,20475,20550,,2.082547423,20551,20570,FALSE,1618933,,Baie-d'Urfé,Baie-d'Urfé,45.40563142,-73.92122972,Lakeshore,0,chemin
82453,N/A,N/A,5,20599,20572,,2.287765173,20625,20650,FALSE,1618934,,Baie-d'Urfé,Baie-d'Urfé,45.40532597,-73.92391974,Lakeshore,0,chemin
82454,N/A,N/A,0,695,698,,1.635796872,699,700,FALSE,1618936,,Baie-d'Urfé,Baie-d'Urfé,45.41001436,-73.9214556,Westchester,0,rue
82462,N/A,N/A,0,669,670,,1.5900581,681,672,FALSE,1618937,,Baie-d'Urfé,Baie-d'Urfé,45.40999402,-73.92087057,Westchester,0,rue
82463,N/A,N/A,0,0,0,,1.797379185,0,0,FALSE,1618939,,Baie-d'Urfé,Baie-d'Urfé,45.40856683,-73.92162991,Stafford,0,rue
82465,N/A,N/A,0,701,698,,1.910001345,703,702,FALSE,1618940,,Baie-d'Urfé,Baie-d'Urfé,45.40868611,-73.92349746,Churchill,0,place
82467,N/A,N/A,0,0,690,,1.940298475,0,694,FALSE,1618941,,Baie-d'Urfé,Baie-d'Urfé,45.40728993,-73.92183388,Dowker,0,rue
82468,N/A,N/A,0,699,696,,2.052580942,701,700,FALSE,1618942,,Baie-d'Urfé,Baie-d'Urfé,45.40741007,-73.92367106,Dowker,0,rue
82469,N/A,N/A,0,65,66,,2.100133301,65,66,FALSE,1618944,,Baie-d'Urfé,Baie-d'Urfé,45.40698309,-73.92370153,Churchill,0,rue
82477,N/A,N/A,0,61,0,,2.168503718,61,0,FALSE,1618948,,Baie-d'Urfé,Baie-d'Urfé,45.40639364,-73.92379578,Churchill,0,rue
82506,N/A,N/A,0,79,78,,2.040871488,81,80,FALSE,1618951,,Baie-d'Urfé,Baie-d'Urfé,45.40829146,-73.92621671,Devon,0,rue
82515,N/A,N/A,0,71,74,,2.127185733,71,74,FALSE,1618955,,Baie-d'Urfé,Baie-d'Urfé,45.40753908,-73.92594781,Devon,0,rue
82517,N/A,N/A,0,0,0,,2.298735647,0,0,FALSE,1618957,,Baie-d'Urfé,Baie-d'Urfé,45.40625738,-73.92563345,Devon,0,place
82521,N/A,N/A,0,0,0,,2.23796657,0,0,FALSE,1618957,,Baie-d'Urfé,Baie-d'Urfé,45.40655062,-73.92611339,Devon,0,place
82527,N/A,N/A,5,20635,20658,,2.399093355,20657,20662,FALSE,1618959,,Baie-d'Urfé,Baie-d'Urfé,45.4053571,-73.92571705,Lakeshore,0,chemin
82528,N/A,N/A,0,711,0,,2.279506525,713,0,FALSE,1618960,,Baie-d'Urfé,Baie-d'Urfé,45.40649984,-73.92558642,Devon,0,place
82532,N/A,N/A,5,20725,20734,,2.482590816,20733,20754,FALSE,1618965,,Baie-d'Urfé,Baie-d'Urfé,45.40532702,-73.92846348,Lakeshore,0,chemin
82534,N/A,N/A,5,20725,20734,,2.573592667,20733,20754,FALSE,1618965,,Baie-d'Urfé,Baie-d'Urfé,45.40549821,-73.9296025,Lakeshore,0,chemin
82535,N/A,N/A,5,20713,20732,,2.519773418,20715,20732,FALSE,1618966,,Baie-d'Urfé,Baie-d'Urfé,45.40527006,-73.9272569,Lakeshore,0,chemin
82546,N/A,N/A,0,61,62,,2.277397217,63,68,FALSE,1618968,,Baie-d'Urfé,Baie-d'Urfé,45.407139,-73.92822184,Somerset,0,rue
82551,N/A,N/A,0,65,0,,2.150359503,71,0,FALSE,1618969,,Baie-d'Urfé,Baie-d'Urfé,45.40800749,-73.92755675,Somerset,0,rue
82553,N/A,N/A,0,0,70,,2.185829236,0,72,FALSE,1618970,,Baie-d'Urfé,Baie-d'Urfé,45.40793834,-73.92800016,Somerset,0,rue
82559,N/A,N/A,0,725,726,,2.311030288,727,726,FALSE,1618973,,Baie-d'Urfé,Baie-d'Urfé,45.40786935,-73.92959971,Westchester,0,rue
82562,N/A,N/A,0,1,4,,2.585032602,13,14,FALSE,1618976,,Baie-d'Urfé,Baie-d'Urfé,45.40607609,-73.93131839,Cambridge,0,rue
82570,N/A,N/A,5,20787,20786,,2.678900992,20821,20826,FALSE,1618978,,Baie-d'Urfé,Baie-d'Urfé,45.40527057,-73.93098586,Lakeshore,0,chemin
82575,N/A,N/A,5,20787,20786,,2.889232905,20821,20826,FALSE,1618978,,Baie-d'Urfé,Baie-d'Urfé,45.40506708,-73.93364451,Lakeshore,0,chemin
82579,N/A,N/A,0,25,0,,2.575983082,25,0,FALSE,1618980,,Baie-d'Urfé,Baie-d'Urfé,45.40615743,-73.93131539,Oxford,1,rue
82581,N/A,N/A,0,25,0,,2.594863187,25,0,FALSE,1618980,,Baie-d'Urfé,Baie-d'Urfé,45.40605009,-73.93150253,Oxford,1,rue
82582,N/A,N/A,0,0,0,,2.601066532,0,0,FALSE,1618981,,Baie-d'Urfé,Baie-d'Urfé,45.40593214,-73.93130767,Oxford,-1,rue
82584,N/A,N/A,0,19501,19500,,4.569309358,19877,19950,FALSE,1618986,,Baie-d'Urfé,Baie-d'Urfé,45.42438413,-73.90934281,Clark-Graham,0,avenue
82592,N/A,N/A,0,19501,19500,,3.90041232,19877,19950,FALSE,1618986,,Baie-d'Urfé,Baie-d'Urfé,45.42194257,-73.91712479,Clark-Graham,0,avenue
82599,N/A,N/A,0,335,450,,5.072385579,555,502,FALSE,1618990,,Baie-d'Urfé,Baie-d'Urfé,45.42623284,-73.90198694,Lee,0,avenue
82602,N/A,N/A,0,335,450,,4.73186202,555,502,FALSE,1618990,,Baie-d'Urfé,Baie-d'Urfé,45.42923497,-73.90284136,Lee,0,avenue
82614,N/A,N/A,0,565,650,,4.228701822,725,652,FALSE,1618994,,Baie-d'Urfé,Baie-d'Urfé,45.43367133,-73.9040935,Lee,0,avenue
82619,N/A,N/A,5,19915,0,,4.111118629,20005,0,FALSE,1618995,,Sainte-Anne-de-Bellevue,Sainte-Anne-de-Bellevue,45.43364568,-73.9062505,Sainte-Marie,0,chemin
82620,N/A,N/A,5,0,0,,3.108769275,0,0,FALSE,1619003,,Sainte-Anne-de-Bellevue,Sainte-Anne-de-Bellevue,45.42754093,-73.91727094,Non-nommée,1,voie
82631,N/A,N/A,5,0,0,,2.830936929,0,0,FALSE,1619003,,Sainte-Anne-de-Bellevue,Sainte-Anne-de-Bellevue,45.42790909,-73.92024241,Non-nommée,1,voie
82632,N/A,N/A,5,0,0,,2.814501852,0,0,FALSE,1619004,,Sainte-Anne-de-Bellevue,Sainte-Anne-de-Bellevue,45.42783098,-73.92042113,Non-nommée,1,voie
82647,N/A,N/A,5,0,0,,2.695492629,0,0,FALSE,1619004,,Sainte-Anne-de-Bellevue,Sainte-Anne-de-Bellevue,45.42525348,-73.92144279,Non-nommée,1,voie
82648,N/A,N/A,4,0,0,,2.160608422,0,0,FALSE,1619009,,Sainte-Anne-de-Bellevue,Sainte-Anne-de-Bellevue,45.42233683,-73.92689025,Privée,0,voie
82651,N/A,N/A,4,0,0,,2.062032917,0,0,FALSE,1619009,,Sainte-Anne-de-Bellevue,Sainte-Anne-de-Bellevue,45.42488765,-73.92906587,Privée,0,voie
82658,N/A,N/A,6,0,18990,,3.259670417,0,19500,FALSE,1619011,,Baie-d'Urfé,Baie-d'Urfé,45.42843017,-73.91400589,Transcanadienne,-1,route
82659,N/A,N/A,6,0,0,,3.096843251,0,0,FALSE,1619013,,Baie-d'Urfé,Baie-d'Urfé,45.42754677,-73.91566915,Transcanadienne,-1,route
82665,N/A,N/A,5,0,0,,3.217502121,0,0,FALSE,1619014,,Baie-d'Urfé,Baie-d'Urfé,45.42741238,-73.91426962,Non-nommée,-1,voie
82680,N/A,N/A,5,0,0,,3.343133522,0,0,FALSE,1619016,,Baie-d'Urfé,Baie-d'Urfé,45.42658665,-73.91491971,Non-nommée,0,voie
82683,N/A,N/A,5,0,0,,3.364498409,0,0,FALSE,1619017,,Baie-d'Urfé,Baie-d'Urfé,45.42696602,-73.91576473,Non-nommée,1,voie
82684,N/A,N/A,5,0,0,,3.427305046,0,0,FALSE,1619018,,Baie-d'Urfé,Baie-d'Urfé,45.4259324,-73.91542888,Non-nommée,1,voie
82688,N/A,N/A,5,0,0,,3.395051667,0,0,FALSE,1619019,,Baie-d'Urfé,Baie-d'Urfé,45.42646284,-73.91556096,Non-nommée,0,voie
82690,N/A,N/A,5,0,0,,3.127117623,0,0,FALSE,1619022,,Sainte-Anne-de-Bellevue,Sainte-Anne-de-Bellevue,45.42887102,-73.91713519,Morgan,1,boulevard
82695,N/A,N/A,5,0,0,,3.141180055,0,0,FALSE,1619022,,Sainte-Anne-de-Bellevue,Sainte-Anne-de-Bellevue,45.42957661,-73.91705706,Morgan,1,boulevard
82702,N/A,N/A,5,0,0,,3.050565428,0,0,FALSE,1619023,,Sainte-Anne-de-Bellevue,Sainte-Anne-de-Bellevue,45.42908843,-73.9179861,Morgan,-1,boulevard
82703,N/A,N/A,5,0,0,,3.09912649,0,0,FALSE,1619024,,Sainte-Anne-de-Bellevue,Sainte-Anne-de-Bellevue,45.42935132,-73.91748942,Sainte-Marie,0,chemin
82705,N/A,N/A,5,20007,0,,4.031442184,20699,0,FALSE,1619028,,Sainte-Anne-de-Bellevue,Sainte-Anne-de-Bellevue,45.43329606,-73.90714144,Sainte-Marie,0,chemin
82718,N/A,N/A,4,0,0,,4.151677852,0,0,FALSE,1619030,,Sainte-Anne-de-Bellevue,Sainte-Anne-de-Bellevue,45.43399154,-73.90641513,Privée,0,voie
82784,N/A,N/A,5,0,0,,4.79714599,0,0,FALSE,1619036,de l',Senneville,Senneville,45.44925415,-73.93541905,Anse-à-l'Orme,0,rue
82787,N/A,N/A,5,0,0,,4.676216064,0,0,FALSE,1619037,de l',Senneville,Senneville,45.44966261,-73.93685206,Anse-à-l'Orme,1,rue
82788,N/A,N/A,5,0,0,,4.707265518,0,0,FALSE,1619038,de l',Senneville,Senneville,45.44946491,-73.93678221,Anse-à-l'Orme,-1,rue
82789,N/A,N/A,5,0,0,,4.653193137,0,0,FALSE,1619039,de l',Senneville,Senneville,45.44982352,-73.93703764,Anse-à-l'Orme,1,rue
82790,N/A,N/A,5,0,0,,4.67847048,0,0,FALSE,1619040,de,Senneville,Senneville,45.4496001,-73.93709691,Senneville,0,chemin
82792,N/A,N/A,5,0,0,,4.70908083,0,0,FALSE,1619043,de,Senneville,Senneville,45.44933075,-73.93717733,Senneville,0,chemin
82796,N/A,N/A,0,0,0,,2.759861114,0,0,FALSE,1619046,,Sainte-Anne-de-Bellevue,Sainte-Anne-de-Bellevue,45.42755424,-73.92099946,Industriel,0,boulevard
82802,N/A,N/A,0,0,0,,3.103517687,0,0,FALSE,1619046,,Sainte-Anne-de-Bellevue,Sainte-Anne-de-Bellevue,45.43035755,-73.92284637,Industriel,0,boulevard
82806,N/A,N/A,0,77,68,,3.264782152,117,120,FALSE,1619056,,Sainte-Anne-de-Bellevue,Sainte-Anne-de-Bellevue,45.43305186,-73.92839245,Tremblay,0,rue
82814,N/A,N/A,0,77,68,,3.588379708,117,120,FALSE,1619056,,Sainte-Anne-de-Bellevue,Sainte-Anne-de-Bellevue,45.43546935,-73.93041939,Tremblay,0,rue
82815,N/A,N/A,0,125,120,,3.588726074,151,150,FALSE,1619057,,Sainte-Anne-de-Bellevue,Sainte-Anne-de-Bellevue,45.43574747,-73.92944614,Meloche,0,rue
82819,N/A,N/A,0,125,120,,3.751159276,151,150,FALSE,1619057,,Sainte-Anne-de-Bellevue,Sainte-Anne-de-Bellevue,45.43674546,-73.92892819,Meloche,0,rue
82820,N/A,N/A,0,155,166,,3.750130945,195,182,FALSE,1619059,,Sainte-Anne-de-Bellevue,Sainte-Anne-de-Bellevue,45.43679796,-73.93126189,Lebeau,0,rue
82825,N/A,N/A,0,155,166,,3.964580117,195,182,FALSE,1619059,,Sainte-Anne-de-Bellevue,Sainte-Anne-de-Bellevue,45.43821463,-73.93104674,Lebeau,0,rue
82826,N/A,N/A,0,0,202,,3.971125719,0,208,FALSE,1619061,,Sainte-Anne-de-Bellevue,Sainte-Anne-de-Bellevue,45.43853971,-73.93011305,Tremblay,0,rue
82827,N/A,N/A,0,139,138,,3.677023942,153,152,FALSE,1619062,,Sainte-Anne-de-Bellevue,Sainte-Anne-de-Bellevue,45.43619648,-73.93088426,Tremblay,0,rue
82829,N/A,N/A,0,59,62,,3.145714144,93,94,FALSE,1619065,,Sainte-Anne-de-Bellevue,Sainte-Anne-de-Bellevue,45.43203281,-73.92824355,Grenier,0,rue
82839,N/A,N/A,0,59,62,,3.410135958,93,94,FALSE,1619065,,Sainte-Anne-de-Bellevue,Sainte-Anne-de-Bellevue,45.43403665,-73.92677053,Grenier,0,rue
82845,N/A,N/A,0,1,2,,2.442860441,57,60,FALSE,1619067,,Sainte-Anne-de-Bellevue,Sainte-Anne-de-Bellevue,45.42625601,-73.92459466,Meloche,0,rue
82849,N/A,N/A,5,21001,21000,,2.132675547,21039,21040,FALSE,1619068,,Sainte-Anne-de-Bellevue,Sainte-Anne-de-Bellevue,45.4251412,-73.9282362,Sainte-Marie,0,chemin
82850,N/A,N/A,4,0,0,,2.810688548,0,0,FALSE,1619070,,Sainte-Anne-de-Bellevue,Sainte-Anne-de-Bellevue,45.405954,-73.93400362,Privée,0,voie
82853,N/A,N/A,4,0,0,,2.883705302,0,0,FALSE,1619070,,Sainte-Anne-de-Bellevue,Sainte-Anne-de-Bellevue,45.40675787,-73.9343982,Privée,0,voie
82859,N/A,N/A,4,0,0,,2.814923106,0,0,FALSE,1619072,,Sainte-Anne-de-Bellevue,Sainte-Anne-de-Bellevue,45.40550344,-73.93416903,Privée,0,voie
82862,N/A,N/A,5,0,20846,,2.749177272,0,20846,FALSE,1619073,,Sainte-Anne-de-Bellevue,Sainte-Anne-de-Bellevue,45.40503866,-73.93570678,Lakeshore,0,rue
82866,N/A,N/A,4,0,0,,2.704973008,0,0,FALSE,1619074,,Sainte-Anne-de-Bellevue,Sainte-Anne-de-Bellevue,45.40540814,-73.93556471,Privée,0,voie
82868,N/A,N/A,4,0,0,,2.704674141,0,0,FALSE,1619076,,Sainte-Anne-de-Bellevue,Sainte-Anne-de-Bellevue,45.40578699,-73.9353261,Privée,0,voie
82871,N/A,N/A,4,0,0,,2.695797263,0,0,FALSE,1619076,,Sainte-Anne-de-Bellevue,Sainte-Anne-de-Bellevue,45.40548921,-73.93554298,Privée,0,voie
82874,N/A,N/A,4,0,0,,2.659290652,0,0,FALSE,1619077,,Sainte-Anne-de-Bellevue,Sainte-Anne-de-Bellevue,45.40569934,-73.9358927,Privée,0,voie
82879,N/A,N/A,4,6,5,,2.608152587,8,9,FALSE,1619078,,Sainte-Anne-de-Bellevue,Sainte-Anne-de-Bellevue,45.40579596,-73.93651182,Stewart Park,0,rue
82880,N/A,N/A,4,0,0,,2.791442472,0,0,FALSE,1619079,,Sainte-Anne-de-Bellevue,Sainte-Anne-de-Bellevue,45.40593507,-73.93424859,Privée,0,voie
82884,N/A,N/A,4,0,0,,2.686191225,0,0,FALSE,1619081,,Sainte-Anne-de-Bellevue,Sainte-Anne-de-Bellevue,45.40574562,-73.93555533,Privée,0,voie
82934,N/A,N/A,4,0,0,,2.115874828,0,0,FALSE,1619089,,Sainte-Anne-de-Bellevue,Sainte-Anne-de-Bellevue,45.40851767,-73.93895647,Privée,0,voie
82936,N/A,N/A,4,0,0,,2.241904008,0,0,FALSE,1619090,,Sainte-Anne-de-Bellevue,Sainte-Anne-de-Bellevue,45.40807577,-73.94037707,Privée,0,voie
82940,N/A,N/A,4,0,0,,2.675586866,0,0,FALSE,1619092,,Sainte-Anne-de-Bellevue,Sainte-Anne-de-Bellevue,45.40561292,-73.93731361,Privée,0,voie
82941,N/A,N/A,4,0,0,,2.749002306,0,0,FALSE,1619093,,Sainte-Anne-de-Bellevue,Sainte-Anne-de-Bellevue,45.4047731,-73.93691072,Privée,0,voie
82944,N/A,N/A,4,0,0,,2.6496298,0,0,FALSE,1619094,,Sainte-Anne-de-Bellevue,Sainte-Anne-de-Bellevue,45.40476362,-73.93938049,Privée,0,voie
82949,N/A,N/A,4,0,0,,2.804039816,0,0,FALSE,1619094,,Sainte-Anne-de-Bellevue,Sainte-Anne-de-Bellevue,45.40495033,-73.94113642,Privée,0,voie
82950,N/A,N/A,4,0,0,,2.704764555,0,0,FALSE,1619095,,Sainte-Anne-de-Bellevue,Sainte-Anne-de-Bellevue,45.40522683,-73.93943717,Privée,0,voie
82955,N/A,N/A,4,0,0,,2.814316509,0,0,FALSE,1619096,,Sainte-Anne-de-Bellevue,Sainte-Anne-de-Bellevue,45.40605634,-73.94018134,Privée,0,voie
82967,N/A,N/A,5,0,21082,,2.561382347,0,21094,FALSE,1619101,,Sainte-Anne-de-Bellevue,Sainte-Anne-de-Bellevue,45.40400534,-73.93904811,Lakeshore,0,rue
82979,N/A,N/A,4,0,0,,2.21449515,0,0,FALSE,1619103,,Sainte-Anne-de-Bellevue,Sainte-Anne-de-Bellevue,45.40675575,-73.94315013,Privée,0,voie
82985,N/A,N/A,4,0,0,,2.892196122,0,0,FALSE,1619105,,Sainte-Anne-de-Bellevue,Sainte-Anne-de-Bellevue,45.40499103,-73.94224651,Privée,0,voie
83004,N/A,N/A,4,0,0,,2.825818968,0,0,FALSE,1619105,,Sainte-Anne-de-Bellevue,Sainte-Anne-de-Bellevue,45.40513901,-73.94121095,Privée,0,voie
83005,N/A,N/A,4,0,0,,2.891991726,0,0,FALSE,1619106,,Sainte-Anne-de-Bellevue,Sainte-Anne-de-Bellevue,45.40479335,-73.94217152,Privée,0,voie
83008,N/A,N/A,4,0,0,,2.980114268,0,0,FALSE,1619106,,Sainte-Anne-de-Bellevue,Sainte-Anne-de-Bellevue,45.40412515,-73.9427647,Privée,0,voie
83009,N/A,N/A,4,0,0,,2.866686637,0,0,FALSE,1619107,,Sainte-Anne-de-Bellevue,Sainte-Anne-de-Bellevue,45.40494277,-73.94192717,Privée,0,voie
83010,N/A,N/A,4,0,0,,2.835551188,0,0,FALSE,1619110,,Sainte-Anne-de-Bellevue,Sainte-Anne-de-Bellevue,45.40499378,-73.94153515,Privée,0,voie
83019,N/A,N/A,4,3,2,,3.027146162,7,8,FALSE,1619114,,Sainte-Anne-de-Bellevue,Sainte-Anne-de-Bellevue,45.40375954,-73.94306722,Glenaladale,0,terrasse
